,index,title,company,date,experience,salary,city,specialize,workingform
197,198," Học Viện Beyond Golf Tuyển Dụng Nhân Viên Quản Lý Dự Án, Marketing, Chăm Sóc Khách Hàng, Phát Triển Kinh Doanh & IT Full-time 2021", Học Viện Beyond Golf ,2 tháng trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!; Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hà Nội; Hồ Chí Minh," Khác; Marketing, Truyền Thông, PR; Lập trình; Bán hàng (Sales)", Toàn thời gian
198,199, Công Ty Công Nghệ Toàn Cầu Inspectorio Tuyển Dụng Nhân Viên QC/Tester Full-time 2021, Công Ty Công Nghệ Toàn Cầu Inspectorio ,2 tháng trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!; Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hồ Chí Minh; Hà Nội; Đà Nẵng; Huế; Khác, Lập trình, Toàn thời gian; Online
199,200," Huawei Việt Nam Tuyển Dụng Kỹ Sư Viễn Thông, Kỹ Sư Giải Pháp Sản Phẩm & Quản Lý Khách Hàng Full-time 2021", Huawei Việt Nam ,2 tháng trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!; Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hà Nội; Hồ Chí Minh," Lập trình; Kỹ sư điện tử, Cơ khí; Khác", Toàn thời gian
200,201, Công Ty Tập Đoàn HVN Tuyển Dụng Nhiều Vị Trí Full-time 2021, Công Ty Tập Đoàn HVN ,2 tháng trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!; Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Bán hàng (Sales); Hành chính, Nhân sự; Kế toán, Kiểm toán; Tài chính, Chứng khoán, Ngân Hàng; Lập trình; Thiết kế", Toàn thời gian
201,202, Công Ty Sản Xuất Phần Mềm Rikkeisoft Tuyển Dụng Chuyên Viên Quản Lý Chất Lượng Quy Trình (PQA) Full-time 2021, Công Ty Sản Xuất Phần Mềm Rikkeisoft ,2 tháng trước,Yêu cầu ứng viên phải có kinh nghiệm, Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng, Hà Nội, Lập trình; Khác, Toàn thời gian
202,203, Công Ty Delichill Việt Nam Tuyển Dụng Front - End Full-time 2021, Công Ty Delichill Việt Nam ,3 tháng trước,Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hồ Chí Minh, Khác; Lập trình, Toàn thời gian
203,204, Công Ty Delichill Việt Nam Tuyển Dụng Vị Trí Back- End Full-time 2021, Công Ty Delichill Việt Nam ,3 tháng trước,Yêu cầu ứng viên phải có kinh nghiệm, Từ 20 Triệu VNĐ trở lên / Tháng, Hồ Chí Minh, Lập trình, Toàn thời gian
204,205, Fuji Xerox Tuyển Dụng Technical Support Engineer Position Full-time 2021, Fuji Xerox ,4 tháng trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Nước Ngoài, Lập trình, Toàn thời gian
205,206, Titan Technology Corporation Tuyển Dụng .NET Developer Full-time 2020, Titan Technology Corporation ,5 tháng trước,Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hồ Chí Minh, Lập trình, Toàn thời gian
206,207, Titan Technology Corporation Tuyển Dụng Reactjs Dev Full-time 2020, Titan Technology Corporation ,5 tháng trước,Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hồ Chí Minh, Lập trình, Toàn thời gian
207,208, Kase Edutech Tuyển Dụng Giáo Viên Giảng/Trợ Giảng Dạy Lập Trình Part-time/Full-time 2020, Kase Edutech ,7 tháng trước,Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Hồ Chí Minh," Lập trình; Giáo viên, Trợ giảng", Bán thời gian; Toàn thời gian
208,209," Chương Trình Tuyển Dụng Thực Tập Sinh Part-Time: ""Lãnh Đạo Tương Lai YBOX Manager Trainee 2021"" Cho Sinh Viên Từ Năm Thứ Nhất (Tuyển Quanh Năm, Có Trợ Cấp)", Chương Trình ,2 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Bán hàng (Sales); Hành chính, Nhân sự; Báo chí, Truyền hình; Du lịch, Khách sạn; Tài chính, Chứng khoán, Ngân Hàng; Kế toán, Kiểm toán; Thiết kế; Lập trình; Khác; Biên, Phiên dịch", Tình nguyện; Thực tập; Bán thời gian
209,210, Sự Kiện Công Nghệ Google I/O Extended Hanoi 2018 Tuyển Cộng Tác Viên , Sự Kiện Công Nghệ Google I/O Extended Hanoi 2018 Tuyển Cộng Tác Viên,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Hành chính, Nhân sự; Báo chí, Truyền hình; Thiết kế; Lập trình", Tình nguyện
210,211, Công Ty Công Nghệ Garena Việt Nam Tuyển Dụng Senior CG Video Producer Full-time 2018, Công Ty Công Nghệ Garena Việt Nam ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội; Hồ Chí Minh," Marketing, Truyền Thông, PR; Báo chí, Truyền hình; Thiết kế; Lập trình", Toàn thời gian
211,212, Everest Education Tuyển Dụng Program Consultant (Sales Executive) 2016, Everest Education ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Bán hàng (Sales); Lập trình, Toàn thời gian
212,213, Công ty TNHH Admatic Tuyển Dụng Cộng Tác Viên Lập Trình Web-PHP-Laravel 2017, Công ty TNHH Admatic ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Lập trình, Thực tập
213,214, Trung Tâm Nghiên Cứu Pháp Luật Và Chính Sách Phát Triển Bền Vững Tuyển Dụng Thực Tập Sinh 2017, Trung Tâm Nghiên Cứu Pháp Luật Và Chính Sách Phát Triển Bền Vững ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Hành chính, Nhân sự; Thiết kế; Lập trình", Thực tập; Bán thời gian
214,215," Công Ty Quảng Cáo Trực Tuyến Blueseed Digital Tuyển Dụng Nhiều Vị Trí Hấp Dẫn (Quản lý dự án, Copywriter, Junior Designer,...) 2017", Công Ty Quảng Cáo Trực Tuyến Blueseed Digital ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh," Marketing, Truyền Thông, PR; Bán hàng (Sales); Báo chí, Truyền hình; Thiết kế; Lập trình", Toàn thời gian
215,216," CodeGym Việt Nam Tuyển Nhân Viên Sales, Chuyên Viên Phát Triển Chương Trình Đào Tạo Lập Trình Viên 2018"," CodeGym Việt Nam Tuyển Nhân Viên Sales, Chuyên Viên Phát Triển Chương Trình Đào Tạo Lập Trình Viên 201",3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Lập trình, Toàn thời gian
216,217, Bệnh Viện Quốc Tế FV Tuyển Dụng Web Designer Part-time/Full-time 2018, Bệnh Viện Quốc Tế FV ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Thiết kế; Lập trình; Khác, Toàn thời gian; Bán thời gian
217,218, VNP Group Tuyển Project Manager 2016, VNP Group Tuyển Project Manager 201,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Lập trình", Toàn thời gian
218,219," GMO-Z.com RUNSYSTEM Tuyển Dụng Nhân Sự Tháng 3,4 2017", GMO-Z.com RUNSYSTEM ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội; Hồ Chí Minh, Lập trình, Toàn thời gian
219,220, Giao Hàng Nhanh Tuyển Dụng General Administrator 2018, Giao Hàng Nhanh ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh," Hành chính, Nhân sự; Lập trình", Toàn thời gian
220,221, FPTS TUYỂN DỤNG THÁNG 09/2016, FPTS TUYỂN DỤNG THÁNG 09/201,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Bán hàng (Sales); Tài chính, Chứng khoán, Ngân Hàng; Lập trình", Thực tập; Toàn thời gian
221,222, Công ty Donuts đến từ Nhật Bản tuyển dụng nhiều vị trí lương hấp dẫn 2016, Công ty Donuts đến từ Nhật Bản tuyển dụng nhiều vị trí lương hấp dẫn 201,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội; Hồ Chí Minh," Hành chính, Nhân sự; Lập trình", Toàn thời gian; Bán thời gian
222,223, Chương Trình Tuyển Dụng Thực Tập Sinh Lớn Nhất Trong Năm Của Mytour.vn, Chương Trình ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Bán hàng (Sales); Hành chính, Nhân sự; Du lịch, Khách sạn; Lập trình", Thực tập
223,224, Navisoft Tuyển Dụng Nhân Viên Hỗ Trợ Vận Hành Onsite 2016 , Navisoft ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Lập trình, Toàn thời gian
224,225, Phát Media Tuyển Dụng Lập Trình Viên Unity 2018, Phát Media ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Lập trình, Toàn thời gian
225,226, Công Ty Dịch Vụ Website SCUTI Tuyển Dụng Senior React JS Developer 2018 (Mức Lương: $800 - $1200), Công Ty Dịch Vụ Website SCUTI ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Thiết kế; Lập trình, Toàn thời gian
226,227, Bệnh Viện FV Tuyển Dụng Web Designer Full-time 2018, Bệnh Viện FV ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Thiết kế; Lập trình, Toàn thời gian
227,228," PROJECT MANAGER (500$ - 800$), on-board ASAP in November "," PROJECT MANAGER (500$ - 800$), on-board ASAP in November",3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Khác; Lập trình, Toàn thời gian
228,229, Synova Vietnam Tuyển Dụng Vị Trí IT Admin 2017, Synova Vietnam ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Lập trình, Toàn thời gian
229,230, BSS Group Tuyển Dụng Vị Trí Marketing Assistant & Software Tester 2017, BSS Group ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Lập trình", Toàn thời gian
230,231, Viện Kinh Tế Và Thương Mại Quốc Tế Tuyển Dụng Trợ Lý Phụ Trách Đào Tạo Và Nhân Viên IT 2016, Viện Kinh Tế Và Thương Mại Quốc Tế ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Thiết kế; Lập trình; Khác", Bán thời gian
231,232," NOVAON Tuyển Dụng Business Development, Nhân Viên Chăm Sóc Khách Hàng, Lập Trình Viên .NET & Nhiều Vị Trí Khác 2016", NOVAON ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội; Hồ Chí Minh," Marketing, Truyền Thông, PR; Bán hàng (Sales); Lập trình", Thực tập; Toàn thời gian
232,233, Đơn Vị Chuyên Cung Cấp Dịch Vụ Cho Nhà Đầu Tư Cá Nhân Và Tổ Chức Tài Chính FireAnt Tuyển Dụng Nhân Viên Hỗ Trợ Khách Hàng Full-time 2018, Đơn Vị Chuyên Cung Cấp Dịch Vụ Cho Nhà Đầu Tư Cá Nhân Và Tổ Chức Tài Chính FireAnt ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Tài chính, Chứng khoán, Ngân Hàng; Lập trình", Toàn thời gian
233,234, Unik Technology Tuyển Dụng Developers 2017, Unik Technology ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Lập trình; Khác, Toàn thời gian
234,235, Công Ty Quảng Cáo Cổng Việt Nam Adsplus.vn - Đối Tác Cấp Cao Của Google Tuyển Dụng Lập Trình Viên Front End Full-time 2018 (Mức Lương 300 - 1000 USD), Công Ty Quảng Cáo Cổng Việt Nam Adsplus.vn - Đối Tác Cấp Cao Của Google ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Lập trình, Toàn thời gian
235,236, Chương Trình Marketing Mangament Trainee - Change Your Life In 6 Months Tuyển Dụng Nhân Viên Marketing Full-time 2017, Chương Trình Marketing Mangament Trainee - Change Your Life In 6 Months ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Lập trình", Toàn thời gian
236,237, Công Ty Cổ Phần Giao Nhận Vận Chuyển Indo Trần Tuyển Thực Tập Sinh C# 2017, Công Ty Cổ Phần Giao Nhận Vận Chuyển Indo Trần Tuyển Thực Tập Sinh C# 201,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Lập trình, Thực tập
237,238," Công Ty Cổ Phần Công Nghệ BNC Tuyển Dụng Nhân Viên Thiết Kế Logo, Banner 2017", Công Ty Cổ Phần Công Nghệ BNC ,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội," Marketing, Truyền Thông, PR; Thiết kế; Lập trình", Toàn thời gian
238,239, General Electric (GE) Tuyển Thực Tập Sinh 2017, General Electric (GE) Tuyển Thực Tập Sinh 201,3 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Khác," Marketing, Truyền Thông, PR; Bán hàng (Sales); Hành chính, Nhân sự; Báo chí, Truyền hình; Du lịch, Khách sạn; Tài chính, Chứng khoán, Ngân Hàng; Kế toán, Kiểm toán; Thiết kế; Lập trình", Thực tập; Toàn thời gian
239,240, AMANOTES GAME STUDIO Tuyển Dụng Senior Unity Developer 2017, AMANOTES GAME STUDIO ,4 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hồ Chí Minh, Lập trình, Toàn thời gian
240,241," Công Ty Cổ phần BUCA Tuyển Dụng WINFORM + WEB APP (.NET, MVC, ASP.NET) 2017", Công Ty Cổ phần BUCA ,4 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Lập trình, Toàn thời gian
241,242, Công Ty TNHH Giải Pháp Phần Mềm Onlinebiz Tuyển Nhân Viên Học Việc Thiết Kế Đồ Họa Website Tháng 4/2017, Công Ty TNHH Giải Pháp Phần Mềm Onlinebiz Tuyển Nhân Viên Học Việc Thiết Kế Đồ Họa Website Tháng 4/201,4 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Thiết kế; Lập trình, Toàn thời gian
242,243, Viet Prestige Travel Tuyển Nhân Viên Thiết Kế Web 2016, Viet Prestige Travel Tuyển Nhân Viên Thiết Kế Web 201,4 năm trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội, Lập trình, Toàn thời gian
243,244, YBOX.VN - Youth Confessions CTV Video Editor Part-time 2021 - Dành Cho Sinh Viên Từ Năm Thứ Nhất, YBOX.VN - Youth Confessions CTV Video Editor Part-time 2021 - Dành Cho Sinh Viên Từ Năm Thứ Nhấ,13 ngày trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Không lương, Hà Nội; Hồ Chí Minh; Đà Nẵng; Huế; Khác," Biên, Phiên dịch; Khác", Online; Tình nguyện; Bán thời gian; Khác; Thực tập
244,245, Công Ty Văn Hóa Và Truyền Thông Skybooks Việt Nam Tuyển Dụng Cộng Tác Viên Dịch Tiếng Anh Part-time 2021, Công Ty Văn Hóa Và Truyền Thông Skybooks Việt Nam ,10 ngày trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!; Yêu cầu ứng viên phải có kinh nghiệm, Thỏa thuận, Khác; Hà Nội; Hồ Chí Minh; Đà Nẵng; Huế," Biên, Phiên dịch", Online; Bán thời gian
245,246," AEON MALL Việt Nam Tuyển Dụng Nhân Viên Full-time: Marketing, Hành Chính, Kế Toán, Cho Thuê, Phát Triển, Kinh Doanh, Quản Lý Cơ Sở Vật Chất & An Ninh 2021 (Không Yêu Cầu Kinh Nghiệm, Mức Lương 8,500,000 - 14,000,000 VNĐ/Tháng, Có Xe Đưa Đón Hàng Ngày)", AEON MALL Việt Nam ,"Hôm kia[HN/HCM/Bình Dương/Hải Phòng] AEON MALL Việt Nam Tuyển Dụng Nhân Viên Full-time: Marketing, Hành Chính, Kế Toán, Cho Thuê, Phát Triển, Kinh Doanh, Quản Lý Cơ Sở Vật Chất & An Ninh 2021 (Không Yêu Cầu Kinh Nghiệm, Mức Lương 8,500,000 - 14,000,000 VNĐ/Tháng, Có Xe Đưa Đón Hàng Ngày)Hạn cuối: 2021-6-8 Kinh nghiệm: Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng! -  Mức lương: Thỏa thuận -  Địa điểm: Hà Nội; Hồ Chí Minh; Khác -  Chuyên môn: Marketing, Truyền Thông, PR; Bán hàng (Sales); Hành chính, Nhân sự; Kế toán, Kiểm toán; Thiết kế; Khác -  Tính chất công việc: Toàn thời gianAEON MALL là một nhà phát triển trung tâm thương mại chuyên biệt. Với phương châm “Khách hàng là trên hết”, chúng tôi đã nỗ lực tạo ra các trung tâm thương mại nhằm nâng cao chất lượng cuộc sống, khuyến khích các hoạt động kinh tế ở địa phương, và đóng góp vào cuộc sống, văn hoá cộng đồng. Ngoài ra, AEON MALL còn hợp tác trong việc xây dựng các cộng đồng năng động và thú vị. Chúng tôi sẽ sử dụng khả năng và kinh nghiệm của mình để tiếp tục mang đến những giá trị mới nhằm thu hút khách hàng, cống hiến cho cộng đồng và xã hội.Là một trong số những môi trường làm việc thu hút nhất (bình chọn bởi CareerBuilder), AEON MALL Việt Nam luôn nỗ lực hết mình trong việc phát triển nguồn nhân lực, xây dựng văn hóa doanh nghiệp và môi trường lý tưởng cho nhân viên được phát huy tối đa khả năng của mình.I. Trụ sở chính tại Hà Nội và Hồ Chí Minh1.  NHÂN VIÊN CHO THUÊ (Hà Nội – Code: 055, Hồ Chí Minh - Code: 040)Mô tả công việc Chịu trách nhiệm cho thuê đối với hạng mục Ẩm thực, Thời trang và dịch vụ khác. Khảo sát đối thủ cạnh tranh và thị trường bán lẻ Hợp tác với các thành viên trong nhóm để đưa ra ý tưởng, ngân sách và đối tượng thuê cho danh mục phụ tráchTìm kiếm các khách thuê tiềm năng, thuyết trình về dự án với khách thuê Thương lượng các điều kiện thuê và hợp đồng với khác thuê Theo dõi và hỗ trợ khách thuê trong thời gian fit-out để đảm bảo tiến độ khai trương Chuẩn bị hồ sơ cho thuê (hợp đồng, đề nghị chấp thuận, báo cáo...) Phối hợp với các bộ phận khác để hỗ trợ khách thuê và giải quyết các vấn đề liên quan Các nhiệm vụ khác theo sự phân công của Quản lý cho thuê Yêu cầu công việc Tốt nghiệp Đại học Không yêu cầu kinh nghiệm. Có kinh nghiệm Sales, Leasing được ưu tiên. Kỹ năng vi tính văn phòng tốt (Word, Excel, PowerPoint) Giao tiếp tốt bằng tiếng Anh và tiếng Việt Cẩn thận và chính xác, có tinh thần làm việc nhómAPPLY HERE: - Hà Nội: https://aeonmall-vietnam.com/vi/recruitment/nhan-vien-cho-thue/                         - Hồ Chí Minh: https://aeonmall-vietnam.com/vi/recruitment/040-nhan-vien-cho-thue/2. NHÂN VIÊN KẾ HOẠCH CHO THUÊ (Hà Nội - Code: 014; Hồ Chí Minh – Code: 026) Mô tả công việc:Chuẩn bị cho các dự án mới (lập kế hoạch mặt hàng cho thuê, ngân sách, layout, danh sách gian hành, bài thuyết trình, nghiên cứu thị trường…)Phân tích tình hình các Trung tâm thương mại hiện tại và đưa ra kế hoạch cải tiếnPhân tích và cập nhật thông tin các đối thủ cạnh tranh hoặc thị trường bán lẻPhát triển mối quan hệ hợp tác toàn diện với khách thuê chủ lực và xử lý công việc liên quan đến khách thuê chính trong giai đoạn trước",Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội; Hồ Chí Minh; Khác," Marketing, Truyền Thông, PR; Bán hàng (Sales); Hành chính, Nhân sự; Kế toán, Kiểm toán; Thiết kế; Khác", Toàn thời gian
246,247, Cửa Hàng Zara Tuyển Dụng Các Vị Trí Part-time Ngắn Hạn (1Tháng) Hè 2021, Cửa Hàng Zara ,7 ngày trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!; Yêu cầu ứng viên phải có kinh nghiệm, Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng, Hà Nội; Hồ Chí Minh, Bán hàng (Sales), Bán thời gian
247,248, Esoft - Công Ty Công Nghệ Có Trụ Sở Tại Đan Mach Tuyển Dụng Thực Tập Sinh Tuyển Dụng Full-time 2021, Esoft - Công Ty Công Nghệ Có Trụ Sở Tại Đan Mach ,16 ngày trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng, Hà Nội," Hành chính, Nhân sự", Toàn thời gian; Thực tập
248,249, Chương Trình Giám Sát Kinh Doanh Tài Năng - Sales Trainee Program 2021 Tại Tập Đoàn Đa Quốc Gia Mondelez Internatinonal, Chương Trình Giám Sát Kinh Doanh Tài Năng - Sales Trainee Program 2021 Tại Tập Đoàn Đa Quốc Gia Mondelez Internatinona,15 ngày trước,Không cần kinh nghiệm - Đừng lo! Chúng tôi sẽ đào tạo bạn từ đầu. Có kinh nghiệm là điểm cộng!, Thỏa thuận, Hà Nội; Hồ Chí Minh; Đà Nẵng; Huế; Khác, Bán hàng (Sales), Toàn thời gian
